depcity,descity,date,no,company,dep,des,start,end,time,dis,plane,price,discount,meal
北京-杭州,北京-杭州,2018/5/1,CA1718,中国国际航空公司,北京首都机场,杭州萧山机场,17:55,20:10,2小时15分钟,1200,空客321(中),2180,全价经济舱,有
北京-杭州,北京-杭州,2018/5/1,FM9158,中国上海航空公司,北京首都机场,杭州萧山机场,6:40,8:55,2小时15分钟,1200,波音737(中),2200,全价经济舱,有
北京-杭州,北京-杭州,2018/5/1,MU711,中国东方航空公司,北京首都机场,杭州萧山机场,14:45,17:10,2小时25分钟,1200,空客A330(宽),2200,全价经济舱,无
北京-杭州,北京-杭州,2018/5/1,MU5458,中国东方航空公司,北京首都机场,杭州萧山机场,18:05,20:25,2小时20分钟,1200,空客320(中),2200,全价经济舱,有
北京-温州,北京-温州,2018/5/1,MU5134,中国东方航空公司,北京首都机场,温州龙湾国际机场,13:15,15:55,2小时40分钟,1596,波音737(中),1050,6.4折,有
北京-温州,北京-温州,2018/5/1,HU7251,海南航空股份有限公司,北京首都机场,温州龙湾国际机场,8:15,10:45,2小时30分钟,1596,波音738(中),1110,6.8折,有
北京-温州,北京-温州,2018/5/1,CA1539,中国国际航空公司,北京首都机场,温州龙湾国际机场,18:10,21:05,2小时55分钟,1596,空客330(宽),1280,7.8折,有
北京-温州,北京-温州,2018/5/1,CA1567,中国国际航空公司,北京首都机场,温州龙湾国际机场,7:45,10:20,2小时35分钟,1596,波音737(中),1620,全价经济舱,有
北京-温州,北京-温州,2018/5/1,CA1958,中国国际航空公司,北京首都机场,温州龙湾国际机场,13:50,16:30,2小时40分钟,1596,空客319(中),1620,全价经济舱,有
北京-温州,北京-温州,2018/5/1,CA1952,中国国际航空公司,北京首都机场,温州龙湾国际机场,16:10,18:50,2小时40分钟,1596,空客320(中),1620,全价经济舱,有
北京-宁波,北京-宁波,2018/5/1,KN5985,中国联合航空公司,北京南苑机场,宁波栎社机场,12:40,14:50,2小时10分钟,1338,波音737(中),929,6.7折,无
北京-宁波,北京-宁波,2018/5/1,CA1853,中国国际航空公司,北京首都机场,宁波栎社机场,20:10,22:40,2小时30分钟,1338,波音737(中),1210,8.8折,无
北京-宁波,北京-宁波,2018/5/1,MU5149,中国东方航空公司,北京首都机场,宁波栎社机场,6:55,9:25,2小时30分钟,1338,空客321(中),1330,9.6折,有
北京-宁波,北京-宁波,2018/5/1,CA1839,中国国际航空公司,北京首都机场,宁波栎社机场,8:40,11:10,2小时30分钟,1338,波音737(中),1370,全价经济舱,有
北京-宁波,北京-宁波,2018/5/1,CA1541,中国国际航空公司,北京首都机场,宁波栎社机场,14:30,16:55,2小时25分钟,1338,波音737(中),1370,全价经济舱,有
北京-宁波,北京-宁波,2018/5/1,MU5167,中国东方航空公司,北京首都机场,宁波栎社机场,15:55,18:25,2小时30分钟,1338,空客320(中),1370,9.9折,有
北京-宁波,北京-宁波,2018/5/1,MU5178,中国东方航空公司,北京首都机场,宁波栎社机场,10:35,13:10,2小时35分钟,1338,空客320(中),1380,全价经济舱,有
北京-宁波,北京-宁波,2018/5/1,MU5180,中国东方航空公司,北京首都机场,宁波栎社机场,22:40,1:05,2小时25分钟,1338,空客320(中),1380,全价经济舱,无
北京-义乌,北京-义乌,2018/5/1,CZ3726,中国南方航空公司,北京首都机场,义乌义乌机场,22:15,0:35,2小时20分钟,1189,波音738(中),680,5.4折,有
北京-义乌,北京-义乌,2018/5/1,CA1879,中国国际航空公司,北京首都机场,义乌义乌机场,6:40,9:15,2小时35分钟,1189,波音737(中),1100,8.8折,有
北京-台州,北京-台州,2018/5/1,CA1851,中国国际航空公司,北京首都机场,台州路桥机场,7:45,10:30,2小时45分钟,1510,波音737(中),1510,全价经济舱,有
北京-舟山,北京-舟山,2018/5/1,MF8160,中国厦门航空公司,北京首都机场,舟山普陀山机场,6:45,9:20,2小时35分钟,1388,波音738(中),1007,7.1折,有
北京-衢州,北京-衢州,2018/5/1,KN5931,中国联合航空公司,北京南苑机场,衢州衢州机场,13:30,15:50,2小时20分钟,1406,波音737(中),731,5.2折,无
北京-合肥,北京-合肥,2018/5/1,MU5172,中国东方航空公司,北京首都机场,合肥新桥机场,20:55,23:05,2小时10分钟,959,空客320(中),690,4折,有
北京-合肥,北京-合肥,2018/5/1,MU5170,中国东方航空公司,北京首都机场,合肥新桥机场,16:50,19:05,2小时15分钟,959,空客320(中),920,5.4折,有
北京-合肥,北京-合肥,2018/5/1,CA1845,中国国际航空公司,北京首都机场,合肥新桥机场,19:35,21:35,2小时,959,波音737(中),1500,8.8折,有
北京-合肥,北京-合肥,2018/5/1,CA1255,中国国际航空公司,北京首都机场,合肥新桥机场,8:05,10:00,1小时55分钟,959,波音737(中),1690,全价经济舱,有
北京-合肥,北京-合肥,2018/5/1,CA1843,中国国际航空公司,北京首都机场,合肥新桥机场,13:25,15:25,2小时,959,波音738(中),1690,全价经济舱,有
北京-黄山,北京-黄山,2018/5/1,CA1551,中国国际航空公司,北京首都机场,黄山屯溪机场,18:35,20:45,2小时10分钟,1171,波音737(中),1050,8.8折,有
北京-阜阳,北京-阜阳,2018/5/1,KN5911,中国联合航空公司,北京南苑机场,阜阳西关机场,12:15,14:00,1小时45分钟,839,波音737(中),353,3.8折,无
北京-阜阳,北京-阜阳,2018/5/1,CA1867,中国国际航空公司,北京首都机场,阜阳西关机场,19:15,21:10,1小时55分钟,839,波音738(中),470,5.1折,有
北京-安庆,北京-安庆,2018/5/1,HU7682,海南航空股份有限公司,北京首都机场,安庆天柱山机场,9:10,11:20,2小时10分钟,1082,波音738(中),470,4.1折,无
北京-厦门,北京-厦门,2018/5/1,JD5203,首都航空有限公司,北京首都机场,厦门高崎机场,6:35,9:40,3小时5分钟,1774,空客320(中),685,3.9折,有
北京-厦门,北京-厦门,2018/5/1,HU7291,海南航空股份有限公司,北京首都机场,厦门高崎机场,6:50,10:05,3小时15分钟,1774,波音738(中),725,4.1折,有
北京-厦门,北京-厦门,2018/5/1,MF8104,中国厦门航空公司,北京首都机场,厦门高崎机场,6:40,9:45,3小时5分钟,1774,波音738(中),758,4.3折,有
北京-厦门,北京-厦门,2018/5/1,KN5925,中国联合航空公司,北京南苑机场,厦门高崎机场,11:55,15:05,3小时10分钟,1774,波音737(中),789,4.5折,无
北京-厦门,北京-厦门,2018/5/1,SC4994,中国山东航空公司,北京首都机场,厦门高崎机场,6:35,9:50,3小时15分钟,1774,波音738(中),821,4.7折,有
北京-厦门,北京-厦门,2018/5/1,MF8170,中国厦门航空公司,北京首都机场,厦门高崎机场,21:25,0:25,3小时,1774,波音787(大),837,4.8折,有
北京-厦门,北京-厦门,2018/5/1,CA1871,中国国际航空公司,北京首都机场,厦门高崎机场,7:15,10:20,3小时5分钟,1774,波音737(中),880,5折,有
北京-厦门,北京-厦门,2018/5/1,CA1801,中国国际航空公司,北京首都机场,厦门高崎机场,20:05,23:10,3小时5分钟,1774,空客321(中),880,5折,有
北京-厦门,北京-厦门,2018/5/1,HU7191,海南航空股份有限公司,北京首都机场,厦门高崎机场,8:45,11:45,3小时,1774,波音738(中),900,5.1折,有
北京-厦门,北京-厦门,2018/5/1,MF8106,中国厦门航空公司,北京首都机场,厦门高崎机场,18:55,21:55,3小时,1774,波音787(大),926,5.3折,有
北京-厦门,北京-厦门,2018/5/1,KN5927,中国联合航空公司,北京南苑机场,厦门高崎机场,16:10,19:15,3小时5分钟,1774,波音737(中),988,5.6折,无
北京-厦门,北京-厦门,2018/5/1,CA1809,中国国际航空公司,北京首都机场,厦门高崎机场,8:20,11:25,3小时5分钟,1774,空客321(中),1050,6折,有
北京-厦门,北京-厦门,2018/5/1,CA1833,中国国际航空公司,北京首都机场,厦门高崎机场,11:25,14:30,3小时5分钟,1774,波音738(中),1050,6折,有
北京-厦门,北京-厦门,2018/5/1,CA1815,中国国际航空公司,北京首都机场,厦门高崎机场,16:15,19:25,3小时10分钟,1774,空客321(中),1050,6折,有
北京-厦门,北京-厦门,2018/5/1,CA1803,中国国际航空公司,北京首都机场,厦门高崎机场,17:00,20:00,3小时,1774,空客321(中),1050,6折,有
北京-厦门,北京-厦门,2018/5/1,MF8118,中国厦门航空公司,北京首都机场,厦门高崎机场,10:45,13:55,3小时10分钟,1774,波音757(中),1106,6.3折,有
北京-厦门,北京-厦门,2018/5/1,MF8128,中国厦门航空公司,北京首都机场,厦门高崎机场,13:05,16:00,2小时55分钟,1774,波音787(大),1106,6.3折,有
北京-厦门,北京-厦门,2018/5/1,MF8102,中国厦门航空公司,北京首都机场,厦门高崎机场,16:15,19:05,2小时50分钟,1774,波音787(大),1106,6.3折,有
北京-福州,北京-福州,2018/5/1,MF8120,中国厦门航空公司,北京首都机场,福州长乐机场,20:20,23:05,2小时45分钟,1681,波音757(中),660,3.9折,有
北京-福州,北京-福州,2018/5/1,CA1821,中国国际航空公司,北京首都机场,福州长乐机场,20:35,23:30,2小时55分钟,1681,波音737(中),660,3.9折,有
北京-福州,北京-福州,2018/5/1,HU7195,海南航空股份有限公司,北京首都机场,福州长乐机场,22:10,0:50,2小时40分钟,1681,波音738(中),660,3.9折,无
北京-福州,北京-福州,2018/5/1,MF8001,中国厦门航空公司,北京首都机场,福州长乐机场,6:45,9:30,2小时45分钟,1681,波音738(中),670,4折,有
北京-福州,北京-福州,2018/5/1,MF8172,中国厦门航空公司,北京首都机场,福州长乐机场,18:55,21:45,2小时50分钟,1681,波音757(中),670,4折,有
北京-福州,北京-福州,2018/5/1,HU7695,海南航空股份有限公司,北京首都机场,福州长乐机场,9:05,11:50,2小时45分钟,1681,空客330(宽),795,4.7折,有
北京-福州,北京-福州,2018/5/1,MF8108,中国厦门航空公司,北京首都机场,福州长乐机场,16:10,19:05,2小时55分钟,1681,波音788(宽),830,4.9折,有
北京-福州,北京-福州,2018/5/1,CA1505,中国国际航空公司,北京首都机场,福州长乐机场,7:20,10:15,2小时55分钟,1681,波音737(中),850,5.1折,有
北京-福州,北京-福州,2018/5/1,MF8116,中国厦门航空公司,北京首都机场,福州长乐机场,11:35,14:30,2小时55分钟,1681,波音757(中),1000,6折,有
北京-福州,北京-福州,2018/5/1,MF8166,中国厦门航空公司,北京首都机场,福州长乐机场,13:25,16:10,2小时45分钟,1681,波音788(宽),1000,6折,有
北京-福州,北京-福州,2018/5/1,CA1807,中国国际航空公司,北京首都机场,福州长乐机场,16:20,19:15,2小时55分钟,1681,波音737(中),1150,6.8折,有
北京-泉州,北京-泉州,2018/5/1,MF8132,中国厦门航空公司,北京首都机场,泉州泉州机场,21:10,0:15,3小时5分钟,1732,波音738(中),907,5.2折,有
北京-泉州,北京-泉州,2018/5/1,ZH9165,中国深圳航空公司,北京首都机场,泉州泉州机场,23:00,1:55,2小时55分钟,1732,空客320(中),1050,6.1折,无
北京-泉州,北京-泉州,2018/5/1,MF8114,中国厦门航空公司,北京首都机场,泉州泉州机场,17:40,20:40,3小时,1732,波音738(中),1256,7.3折,有
北京-武夷山,北京-武夷山,2018/5/1,MF8122,中国厦门航空公司,北京首都机场,武夷山武夷山机场,6:30,9:00,2小时30分钟,1426,波音738(中),858,5.9折,有
北京-连城,北京-连城,2018/5/1,KN5715,中国联合航空公司,北京南苑机场,连城冠豸山机场,16:45,19:45,3小时,1887,波音737(中),863,4.8折,无
北京-南昌,北京-南昌,2018/5/1,JD5767,首都航空有限公司,北京首都机场,南昌昌北机场,6:45,9:15,2小时30分钟,1398,空客319(中),525,3.7折,有
北京-南昌,北京-南昌,2018/5/1,CA1573,中国国际航空公司,北京首都机场,南昌昌北机场,7:25,9:55,2小时30分钟,1398,空客321(中),600,4.2折,有
北京-南昌,北京-南昌,2018/5/1,HU7523,海南航空股份有限公司,北京首都机场,南昌昌北机场,19:10,21:35,2小时25分钟,1398,波音738(中),680,4.8折,有
北京-南昌,北京-南昌,2018/5/1,CA1511,中国国际航空公司,北京首都机场,南昌昌北机场,11:50,14:20,2小时30分钟,1398,波音737(中),720,5折,有
北京-南昌,北京-南昌,2018/5/1,MU5176,中国东方航空公司,北京首都机场,南昌昌北机场,23:10,1:55,2小时45分钟,1398,空客320(中),770,5.4折,无
北京-南昌,北京-南昌,2018/5/1,HU7793,海南航空股份有限公司,北京首都机场,南昌昌北机场,8:10,10:35,2小时25分钟,1398,空客330(宽),850,5.9折,有
北京-南昌,北京-南昌,2018/5/1,CA1581,中国国际航空公司,北京首都机场,南昌昌北机场,19:05,21:35,2小时30分钟,1398,波音738(中),860,6折,有
北京-南昌,北京-南昌,2018/5/1,MU5174,中国东方航空公司,北京首都机场,南昌昌北机场,10:30,13:05,2小时35分钟,1398,空客320(中),1200,8.4折,有
北京-南昌,北京-南昌,2018/5/1,MU5188,中国东方航空公司,北京首都机场,南昌昌北机场,18:35,21:15,2小时40分钟,1398,空客320(中),1380,9.7折,有
北京-南昌,北京-南昌,2018/5/1,CA1577,中国国际航空公司,北京首都机场,南昌昌北机场,15:45,18:15,2小时30分钟,1398,波音738(中),1420,全价经济舱,有
北京-赣州,北京-赣州,2018/5/1,CZ3256,中国南方航空公司,北京首都机场,赣州黄金机场,7:55,10:45,2小时50分钟,1700,空客321(中),830,4.9折,有
北京-赣州,北京-赣州,2018/5/1,CA1489,中国国际航空公司,北京首都机场,赣州黄金机场,16:05,18:55,2小时50分钟,1700,波音737(中),1160,6.9折,有
北京-景德镇,北京-景德镇,2018/5/1,CA1887,中国国际航空公司,北京首都机场,景德镇景德镇机场,17:05,19:30,2小时25分钟,1290,波音737(中),940,7折,有
北京-井冈山,北京-井冈山,2018/5/1,CA1805,中国国际航空公司,北京首都机场,井冈山井冈山机场,8:10,11:05,2小时55分钟,1500,波音737(中),1490,全价经济舱,有
北京-宜春,北京-宜春,2018/5/1,ZH9112,中国深圳航空公司,北京首都机场,宜春明月山机场,6:25,9:30,3小时5分钟,1504,空客320(中),1456,全价经济舱,有
北京-青岛,北京-青岛,2018/5/1,MU5228,中国东方航空公司,北京首都机场,青岛流亭机场,10:20,11:50,1小时30分钟,646,空客320(中),340,2.5折,有
北京-青岛,北京-青岛,2018/5/1,MU5196,中国东方航空公司,北京首都机场,青岛流亭机场,21:25,22:55,1小时30分钟,646,空客320(中),340,2.5折,无
北京-青岛,北京-青岛,2018/5/1,MU5678,中国东方航空公司,北京首都机场,青岛流亭机场,23:40,1:05,1小时25分钟,646,空客320(中),340,2.5折,无
北京-青岛,北京-青岛,2018/5/1,SC4658,中国山东航空公司,北京首都机场,青岛流亭机场,23:15,0:50,1小时35分钟,646,波音738(中),390,2.6折,无
北京-青岛,北京-青岛,2018/5/1,SC4650,中国山东航空公司,北京首都机场,青岛流亭机场,22:55,0:25,1小时30分钟,646,波音738(中),400,2.7折,无
北京-青岛,北京-青岛,2018/5/1,JD5567,首都航空有限公司,北京首都机场,青岛流亭机场,10:05,11:30,1小时25分钟,646,空客330(宽),435,2.9折,无
北京-青岛,北京-青岛,2018/5/1,CA1569,中国国际航空公司,北京首都机场,青岛流亭机场,7:20,8:45,1小时25分钟,646,空客321(中),500,3.4折,无
北京-青岛,北京-青岛,2018/5/1,CA1575,中国国际航空公司,北京首都机场,青岛流亭机场,9:30,11:05,1小时35分钟,646,空客321(中),500,3.4折,无
北京-青岛,北京-青岛,2018/5/1,CA1525,中国国际航空公司,北京首都机场,青岛流亭机场,20:25,21:50,1小时25分钟,646,波音738(中),500,3.4折,无
北京-青岛,北京-青岛,2018/5/1,MU5194,中国东方航空公司,北京首都机场,青岛流亭机场,19:40,21:10,1小时30分钟,646,空客320(中),540,3.9折,有
北京-青岛,北京-青岛,2018/5/1,SC4652,中国山东航空公司,北京首都机场,青岛流亭机场,9:50,11:15,1小时25分钟,646,波音738(中),600,4.1折,无
北京-青岛,北京-青岛,2018/5/1,SC4654,中国山东航空公司,北京首都机场,青岛流亭机场,15:20,17:00,1小时40分钟,646,波音738(中),908,6.1折,无
北京-青岛,北京-青岛,2018/5/1,MU535,中国东方航空公司,北京首都机场,青岛流亭机场,7:15,8:45,1小时30分钟,646,空客320(中),1320,9.6折,有
北京-青岛,北京-青岛,2018/5/1,CA1579,中国国际航空公司,北京首都机场,青岛流亭机场,14:15,15:40,1小时25分钟,646,波音737(中),1470,全价经济舱,无
北京-青岛,北京-青岛,2018/5/1,CA1571,中国国际航空公司,北京首都机场,青岛流亭机场,16:30,18:00,1小时30分钟,646,波音737(中),1470,全价经济舱,无
北京-济南,北京-济南,2018/5/1,SC1152,中国山东航空公司,北京首都机场,济南遥墙机场,20:10,21:30,1小时20分钟,412,波音738(中),641,全价经济舱,无
北京-烟台,北京-烟台,2018/5/1,CA1585,中国国际航空公司,北京首都机场,烟台蓬莱国际机场,6:15,7:40,1小时25分钟,575,空客321(中),290,3.5折,无
